memset = .init:0x80003100; // type:function size:0x30 scope:global
LBL_STRUCT_BYTE4_1672 = .data:0x804B0D50; // type:object size:0x28
jumptable_804B0D78 = .data:0x804B0D78; // type:object size:0x6C scope:local
LBL_STRUCT_BYTE4_1673 = .data:0x804B0DE8; // type:object size:0x28
LBL_STRUCT_BYTE4_1674 = .data:0x804B0E10; // type:object size:0x10
LBL_STRUCT_BYTE4_1675 = .data:0x804B0E20; // type:object size:0x34
LBL_STRUCT_BYTE4_1676 = .data:0x804B0E54; // type:object size:0x1C
LBL_STRUCT_BYTE4_1677 = .data:0x804B0E70; // type:object size:0x28
LBL_STRUCT_BYTE4_1678 = .data:0x804B0E98; // type:object size:0x30
LBL_STRUCT_BYTE4_1679 = .data:0x804B0EC8; // type:object size:0x30
LBL_STRUCT_BYTE4_1680 = .data:0x804B0EF8; // type:object size:0x30
LBL_STRUCT_BYTE4_1681 = .data:0x804B0F28; // type:object size:0x10
LBL_STRUCT_BYTE4_1682 = .data:0x804B0F38; // type:object size:0x10
LBL_STRUCT_BYTE4_1683 = .data:0x804B0F48; // type:object size:0x10
LBL_STRUCT_BYTE4_1684 = .data:0x804B0F58; // type:object size:0x20
LBL_STRUCT_BYTE4_1685 = .data:0x804B0F78; // type:object size:0xC
LBL_STRUCT_BYTE4_1686 = .data:0x804B0F84; // type:object size:0x24
LBL_STRUCT_BYTE4_1687 = .data:0x804B0FA8; // type:object size:0x10
LBL_STRUCT_BYTE4_1688 = .data:0x804B0FB8; // type:object size:0x2D0
LBL_STRUCT_BYTE4_1689 = .data:0x804B1288; // type:object size:0x14
LBL_STRUCT_BYTE4_1690 = .data:0x804B129C; // type:object size:0x14
LBL_STRUCT_285 = .data:0x804B12B0; // type:object size:0x10 data:string
LBL_STRUCT_286 = .data:0x804B12C0; // type:object size:0x10 data:string
LBL_STRUCT_BYTE4_1691 = .data:0x804B12D0; // type:object size:0x10
LBL_STRUCT_BYTE4_1692 = .data:0x804B12E0; // type:object size:0x10
LBL_STRUCT_287 = .data:0x804B12F0; // type:object size:0x10 data:string
LBL_STRUCT_288 = .data:0x804B1300; // type:object size:0x10 data:string
LBL_STRUCT_289 = .data:0x804B1310; // type:object size:0x10 data:string
LBL_STRUCT_290 = .data:0x804B1320; // type:object size:0x10 data:string
LBL_STRUCT_291 = .data:0x804B1330; // type:object size:0x10 data:string
LBL_STRUCT_292 = .data:0x804B1340; // type:object size:0x10 data:string
LBL_STRUCT_293 = .data:0x804B1350; // type:object size:0x10 data:string
LBL_STRUCT_294 = .data:0x804B1360; // type:object size:0x10 data:string
LBL_STRUCT_BYTE4_1693 = .data:0x804B1370; // type:object size:0x14
LBL_STRUCT_BYTE4_1694 = .data:0x804B1384; // type:object size:0x14
LBL_STRUCT_BYTE4_1695 = .data:0x804B1398; // type:object size:0x14
LBL_STRUCT_BYTE4_1696 = .data:0x804B13AC; // type:object size:0x14
LBL_STRUCT_295 = .data:0x804B13C0; // type:object size:0x10 data:string
LBL_STRUCT_296 = .data:0x804B13D0; // type:object size:0x10 data:string
LBL_STRUCT_BYTE4_1697 = .data:0x804B13E0; // type:object size:0x14
LBL_STRUCT_BYTE4_1698 = .data:0x804B13F4; // type:object size:0x14
LBL_STRUCT_297 = .data:0x804B1408; // type:object size:0x10 data:string
LBL_STRUCT_298 = .data:0x804B1418; // type:object size:0x10 data:string
LBL_STRUCT_299 = .data:0x804B1428; // type:object size:0x10 data:string
LBL_STRUCT_300 = .data:0x804B1438; // type:object size:0x10 data:string
LBL_STRUCT_BYTE4_1699 = .data:0x804B1448; // type:object size:0x10
LBL_STRUCT_BYTE4_1700 = .data:0x804B1458; // type:object size:0x10
LBL_STRUCT_BYTE4_1701 = .data:0x804B1468; // type:object size:0x14
LBL_STRUCT_BYTE4_1702 = .data:0x804B147C; // type:object size:0x14
LBL_STRUCT_BYTE4_1703 = .data:0x804B1490; // type:object size:0x10
LBL_STRUCT_BYTE4_1704 = .data:0x804B14A0; // type:object size:0x10
LBL_STRUCT_BYTE4_1705 = .data:0x804B14B0; // type:object size:0x14
LBL_STRUCT_BYTE4_1706 = .data:0x804B14C4; // type:object size:0x14
LBL_STRUCT_301 = .data:0x804B14D8; // type:object size:0x10 data:string
LBL_STRUCT_302 = .data:0x804B14E8; // type:object size:0x10 data:string
LBL_STRUCT_BYTE4_1707 = .data:0x804B14F8; // type:object size:0x18
LBL_STRUCT_BYTE4_1708 = .data:0x804B1510; // type:object size:0x18
LBL_STRUCT_BYTE4_1709 = .data:0x804B1528; // type:object size:0x98
LBL_STRUCT_BYTE4_1710 = .data:0x804B15C0; // type:object size:0x4C
LBL_STRUCT_BYTE4_1711 = .data:0x804B160C; // type:object size:0x4C
LBL_STRUCT_BYTE4_1712 = .data:0x804B1658; // type:object size:0x98
LBL_STRUCT_BYTE4_1713 = .data:0x804B16F0; // type:object size:0x34
LBL_STRUCT_BYTE4_1714 = .data:0x804B1724; // type:object size:0xC
LBL_STRUCT_BYTE4_1715 = .data:0x804B1730; // type:object size:0x10
LBL_STRUCT_BYTE4_1716 = .data:0x804B1740; // type:object size:0x10
LBL_STRUCT_BYTE4_1717 = .data:0x804B1750; // type:object size:0xC
LBL_STRUCT_BYTE4_1718 = .data:0x804B175C; // type:object size:0x2C
LBL_STRUCT_BYTE4_1719 = .data:0x804B1788; // type:object size:0x10
LBL_STRUCT_BYTE4_1720 = .data:0x804B1798; // type:object size:0x360
LBL_STRUCT_BYTE4_1721 = .data:0x804B1AF8; // type:object size:0x14
LBL_STRUCT_BYTE4_1722 = .data:0x804B1B0C; // type:object size:0x14
LBL_STRUCT_BYTE4_1723 = .data:0x804B1B20; // type:object size:0x14
LBL_STRUCT_BYTE4_1724 = .data:0x804B1B34; // type:object size:0x14
LBL_STRUCT_BYTE4_1725 = .data:0x804B1B48; // type:object size:0x14
LBL_STRUCT_BYTE4_1726 = .data:0x804B1B5C; // type:object size:0x14
LBL_STRUCT_BYTE4_1727 = .data:0x804B1B70; // type:object size:0x10
LBL_STRUCT_BYTE4_1728 = .data:0x804B1B80; // type:object size:0x10
LBL_STRUCT_BYTE4_1729 = .data:0x804B1B90; // type:object size:0x14
LBL_STRUCT_BYTE4_1730 = .data:0x804B1BA4; // type:object size:0x14
LBL_STRUCT_BYTE4_1731 = .data:0x804B1BB8; // type:object size:0x14
LBL_STRUCT_BYTE4_1732 = .data:0x804B1BCC; // type:object size:0x14
LBL_STRUCT_303 = .data:0x804B1BE0; // type:object size:0x14 data:string
LBL_STRUCT_304 = .data:0x804B1BF4; // type:object size:0x14 data:string
LBL_STRUCT_BYTE4_1733 = .data:0x804B1C08; // type:object size:0x38
LBL_STRUCT_BYTE4_1734 = .data:0x804B1C40; // type:object size:0x98
LBL_STRUCT_BYTE4_1735 = .data:0x804B1CD8; // type:object size:0x28
LBL_STRUCT_BYTE4_1736 = .data:0x804B1D00; // type:object size:0x34
LBL_STRUCT_BYTE4_1737 = .data:0x804B1D34; // type:object size:0xC
LBL_STRUCT_BYTE4_1738 = .data:0x804B1D40; // type:object size:0xC data:4byte
LBL_STRUCT_BYTE4_1739 = .data:0x804B1D4C; // type:object size:0xC data:4byte
LBL_STRUCT_BYTE4_1740 = .data:0x804B1D58; // type:object size:0xC data:4byte
LBL_STRUCT_BYTE4_1741 = .data:0x804B1D64; // type:object size:0xC data:4byte
LBL_STRUCT_BYTE4_1742 = .data:0x804B1D70; // type:object size:0x28
LBL_STRUCT_BYTE4_1743 = .data:0x804B1D98; // type:object size:0x13C data:4byte
LBL_STRUCT_305 = .data:0x804B1ED4; // type:object size:0x10 data:string
LBL_STRUCT_BYTE4_1744 = .data:0x804B1EE4; // type:object size:0x14
LBL_STRUCT_306 = .data:0x804B1EF8; // type:object size:0x10 data:string
LBL_STRUCT_BYTE4_1745 = .data:0x804B1F08; // type:object size:0x14
LBL_STRUCT_BYTE4_1746 = .data:0x804B1F1C; // type:object size:0x14
LBL_STRUCT_BYTE4_1747 = .data:0x804B1F30; // type:object size:0x14
LBL_STRUCT_307 = .data:0x804B1F44; // type:object size:0x10 data:string
LBL_STRUCT_BYTE4_1748 = .data:0x804B1F54; // type:object size:0x14
LBL_STRUCT_308 = .data:0x804B1F68; // type:object size:0x10 data:string
LBL_STRUCT_BYTE4_1749 = .data:0x804B1F78; // type:object size:0x14
LBL_STRUCT_BYTE4_1750 = .data:0x804B1F8C; // type:object size:0x14
LBL_STRUCT_BYTE4_1751 = .data:0x804B1FA0; // type:object size:0x14
LBL_STRUCT_BYTE4_1752 = .data:0x804B1FB4; // type:object size:0x14
LBL_STRUCT_309 = .data:0x804B1FC8; // type:object size:0x14 data:string
LBL_STRUCT_310 = .data:0x804B1FDC; // type:object size:0x10 data:string
LBL_STRUCT_BYTE4_1753 = .data:0x804B1FEC; // type:object size:0x14
LBL_STRUCT_BYTE4_1754 = .data:0x804B2000; // type:object size:0x14
LBL_STRUCT_BYTE4_1755 = .data:0x804B2014; // type:object size:0x14
LBL_STRUCT_BYTE4_1756 = .data:0x804B2028; // type:object size:0x14
LBL_STRUCT_BYTE4_1757 = .data:0x804B203C; // type:object size:0x14
LBL_STRUCT_BYTE4_1758 = .data:0x804B2050; // type:object size:0x14
LBL_STRUCT_BYTE4_1759 = .data:0x804B2064; // type:object size:0x14
LBL_STRUCT_311 = .data:0x804B2078; // type:object size:0x10 data:string
LBL_STRUCT_BYTE4_1760 = .data:0x804B2088; // type:object size:0x14
LBL_STRUCT_BYTE4_1761 = .data:0x804B209C; // type:object size:0x14
LBL_STRUCT_312 = .data:0x804B20B0; // type:object size:0x14 data:string
LBL_STRUCT_BYTE4_1762 = .data:0x804B20C4; // type:object size:0x14
LBL_STRUCT_313 = .data:0x804B20D8; // type:object size:0x14 data:string
LBL_STRUCT_BYTE4_1763 = .data:0x804B20EC; // type:object size:0x10
LBL_STRUCT_314 = .data:0x804B20FC; // type:object size:0x10 data:string
LBL_STRUCT_BYTE4_1764 = .data:0x804B210C; // type:object size:0x14
LBL_STRUCT_BYTE4_1765 = .data:0x804B2120; // type:object size:0x14
LBL_STRUCT_315 = .data:0x804B2134; // type:object size:0x10 data:string
LBL_STRUCT_BYTE4_1766 = .data:0x804B2144; // type:object size:0x14
LBL_STRUCT_BYTE4_1767 = .data:0x804B2158; // type:object size:0x14
LBL_STRUCT_316 = .data:0x804B216C; // type:object size:0x14 data:string
LBL_STRUCT_BYTE4_1768 = .data:0x804B2180; // type:object size:0x10
LBL_STRUCT_BYTE4_1769 = .data:0x804B2190; // type:object size:0x10
LBL_STRUCT_BYTE4_1770 = .data:0x804B21A0; // type:object size:0x10
LBL_STRUCT_BYTE4_1771 = .data:0x804B21B0; // type:object size:0x10
LBL_STRUCT_BYTE4_1772 = .data:0x804B21C0; // type:object size:0x10
LBL_STRUCT_317 = .data:0x804B21D0; // type:object size:0x10 data:string
LBL_STRUCT_318 = .data:0x804B21E0; // type:object size:0x10 data:string
LBL_STRUCT_BYTE4_1773 = .data:0x804B21F0; // type:object size:0x14
LBL_STRUCT_BYTE4_1774 = .data:0x804B2204; // type:object size:0xB0
LBL_STRUCT_BYTE4_1775 = .data:0x804B22B4; // type:object size:0x278
LBL_STRUCT_BYTE4_1776 = .data:0x804B252C; // type:object size:0xC
LBL_STRUCT_BYTE4_1777 = .data:0x804B2538; // type:object size:0x10
LBL_STRUCT_BYTE4_1778 = .data:0x804B2548; // type:object size:0x10
LBL_STRUCT_BYTE4_1779 = .data:0x804B2558; // type:object size:0x140 data:4byte
LBL_STRUCT_BYTE4_1780 = .data:0x804B2698; // type:object size:0xC
LBL_STRUCT_BYTE4_1781 = .data:0x804B26A4; // type:object size:0xC
LBL_STRUCT_BYTE4_1782 = .data:0x804B26B0; // type:object size:0xB8
LBL_STRUCT_BYTE4_1783 = .data:0x804B2768; // type:object size:0x18
LBL_STRUCT_BYTE4_1784 = .data:0x804B2780; // type:object size:0x78
LBL_STRUCT_BYTE4_1785 = .data:0x804B27F8; // type:object size:0x28
LBL_STRUCT_BYTE4_1786 = .data:0x804B2820; // type:object size:0x28
LBL_STRUCT_BYTE4_1787 = .data:0x804B2848; // type:object size:0xB0
LBL_STRUCT_BYTE4_1788 = .data:0x804B28F8; // type:object size:0x20
LBL_STRUCT_BYTE4_1789 = .data:0x804B2918; // type:object size:0x28
LBL_STRUCT_BYTE4_1790 = .data:0x804B2940; // type:object size:0x10
LBL_STRUCT_BYTE4_1791 = .data:0x804B2950; // type:object size:0x118
LBL_STRUCT_BYTE4_1792 = .data:0x804B2A68; // type:object size:0x68
LBL_STRUCT_BYTE4_1793 = .data:0x804B2AD0; // type:object size:0x28
LBL_STRUCT_BYTE4_1794 = .data:0x804B2AF8; // type:object size:0x10
LBL_STRUCT_BYTE4_1795 = .data:0x804B2B08; // type:object size:0xC
LBL_STRUCT_BYTE4_1796 = .data:0x804B2B14; // type:object size:0xC
LBL_STRUCT_BYTE4_1797 = .data:0x804B2B20; // type:object size:0x30
jumptable_804B2B50 = .data:0x804B2B50; // type:object size:0x20 scope:local
LBL_STRUCT_BYTE4_1798 = .data:0x804B2B70; // type:object size:0xC
LBL_STRUCT_BYTE4_1799 = .data:0x804B2B7C; // type:object size:0xC
jumptable_804B2B88 = .data:0x804B2B88; // type:object size:0x58 scope:local
jumptable_804B2BE0 = .data:0x804B2BE0; // type:object size:0x58 scope:local
LBL_STRUCT_BYTE4_1800 = .data:0x804B2C38; // type:object size:0x14 data:4byte
LBL_STRUCT_BYTE4_1801 = .data:0x804B2C4C; // type:object size:0x13C data:4byte
LBL_STRUCT_BYTE4_1802 = .data:0x804B2D88; // type:object size:0x50
LBL_STRUCT_BYTE4_1803 = .data:0x804B2DD8; // type:object size:0x28
LBL_STRUCT_BYTE4_1804 = .data:0x804B2E00; // type:object size:0x3C
LBL_STRUCT_BYTE4_1805 = .data:0x804B2E3C; // type:object size:0x2C
LBL_STRUCT_BYTE4_1806 = .data:0x804B2E68; // type:object size:0x64
LBL_STRUCT_BYTE4_1807 = .data:0x804B2ECC; // type:object size:0x28
LBL_STRUCT_BYTE4_1808 = .data:0x804B2EF4; // type:object size:0x64
LBL_STRUCT_BYTE4_1809 = .data:0x804B2F58; // type:object size:0x28
LBL_STRUCT_BYTE4_1810 = .data:0x804B2F80; // type:object size:0x78
LBL_STRUCT_BYTE4_1811 = .data:0x804B2FF8; // type:object size:0x28
LBL_STRUCT_BYTE4_1812 = .data:0x804B3020; // type:object size:0x90
LBL_STRUCT_BYTE4_1813 = .data:0x804B30B0; // type:object size:0x3C
LBL_STRUCT_BYTE4_1814 = .data:0x804B30EC; // type:object size:0x2C
LBL_STRUCT_BYTE4_1815 = .data:0x804B3118; // type:object size:0x50
LBL_STRUCT_BYTE4_1816 = .data:0x804B3168; // type:object size:0x28
LBL_STRUCT_BYTE4_1817 = .data:0x804B3190; // type:object size:0x3C
LBL_STRUCT_BYTE4_1818 = .data:0x804B31CC; // type:object size:0x2C
LBL_STRUCT_BYTE4_1819 = .data:0x804B31F8; // type:object size:0x64
LBL_STRUCT_BYTE4_1820 = .data:0x804B325C; // type:object size:0x28
LBL_STRUCT_BYTE4_1821 = .data:0x804B3284; // type:object size:0x64
LBL_STRUCT_BYTE4_1822 = .data:0x804B32E8; // type:object size:0x28
LBL_STRUCT_BYTE4_1823 = .data:0x804B3310; // type:object size:0x14
LBL_STRUCT_BYTE4_1824 = .data:0x804B3324; // type:object size:0x2C
LBL_STRUCT_BYTE4_1825 = .data:0x804B3350; // type:object size:0x3C
LBL_STRUCT_BYTE4_1826 = .data:0x804B338C; // type:object size:0x28
LBL_STRUCT_BYTE4_1827 = .data:0x804B33B4; // type:object size:0x3C
LBL_STRUCT_BYTE4_1828 = .data:0x804B33F0; // type:object size:0x28
LBL_STRUCT_BYTE4_1829 = .data:0x804B3418; // type:object size:0x64
LBL_STRUCT_BYTE4_1830 = .data:0x804B347C; // type:object size:0x28
LBL_STRUCT_BYTE4_1831 = .data:0x804B34A4; // type:object size:0x64
LBL_STRUCT_BYTE4_1832 = .data:0x804B3508; // type:object size:0x28
LBL_STRUCT_BYTE4_1833 = .data:0x804B3530; // type:object size:0x28
LBL_STRUCT_BYTE4_1834 = .data:0x804B3558; // type:object size:0x28
LBL_STRUCT_BYTE4_1835 = .data:0x804B3580; // type:object size:0x28
LBL_STRUCT_BYTE4_1836 = .data:0x804B35A8; // type:object size:0x28
LBL_STRUCT_BYTE4_1837 = .data:0x804B35D0; // type:object size:0x3C
LBL_STRUCT_BYTE4_1838 = .data:0x804B360C; // type:object size:0x28
LBL_STRUCT_BYTE4_1839 = .data:0x804B3634; // type:object size:0x3C
LBL_STRUCT_BYTE4_1840 = .data:0x804B3670; // type:object size:0x28
LBL_STRUCT_BYTE4_1841 = .data:0x804B3698; // type:object size:0x28
LBL_STRUCT_BYTE4_1842 = .data:0x804B36C0; // type:object size:0x28
LBL_STRUCT_BYTE4_1843 = .data:0x804B36E8; // type:object size:0x3C
LBL_STRUCT_BYTE4_1844 = .data:0x804B3724; // type:object size:0x2C
LBL_STRUCT_BYTE4_1845 = .data:0x804B3750; // type:object size:0x28
LBL_STRUCT_BYTE4_1846 = .data:0x804B3778; // type:object size:0x28
LBL_STRUCT_BYTE4_1847 = .data:0x804B37A0; // type:object size:0x3C
LBL_STRUCT_BYTE4_1848 = .data:0x804B37DC; // type:object size:0x2C
LBL_STRUCT_BYTE4_1849 = .data:0x804B3808; // type:object size:0x3C
LBL_STRUCT_BYTE4_1850 = .data:0x804B3844; // type:object size:0x28
LBL_STRUCT_BYTE4_1851 = .data:0x804B386C; // type:object size:0x3C
LBL_STRUCT_BYTE4_1852 = .data:0x804B38A8; // type:object size:0x28
LBL_STRUCT_BYTE4_1853 = .data:0x804B38D0; // type:object size:0x3C
LBL_STRUCT_BYTE4_1854 = .data:0x804B390C; // type:object size:0x28
LBL_STRUCT_BYTE4_1855 = .data:0x804B3934; // type:object size:0x50
LBL_STRUCT_BYTE4_1856 = .data:0x804B3984; // type:object size:0x2C
LBL_STRUCT_BYTE4_1857 = .data:0x804B39B0; // type:object size:0x3C
LBL_STRUCT_BYTE4_1858 = .data:0x804B39EC; // type:object size:0x28
LBL_STRUCT_BYTE4_1859 = .data:0x804B3A14; // type:object size:0x3C
LBL_STRUCT_BYTE4_1860 = .data:0x804B3A50; // type:object size:0x28
LBL_STRUCT_BYTE4_1861 = .data:0x804B3A78; // type:object size:0x3C
LBL_STRUCT_BYTE4_1862 = .data:0x804B3AB4; // type:object size:0x28
LBL_STRUCT_BYTE4_1863 = .data:0x804B3ADC; // type:object size:0x3C
LBL_STRUCT_BYTE4_1864 = .data:0x804B3B18; // type:object size:0x28
LBL_STRUCT_BYTE4_1865 = .data:0x804B3B40; // type:object size:0x50
LBL_STRUCT_BYTE4_1866 = .data:0x804B3B90; // type:object size:0x28
LBL_STRUCT_BYTE4_1867 = .data:0x804B3BB8; // type:object size:0x28
LBL_STRUCT_BYTE4_1868 = .data:0x804B3BE0; // type:object size:0x28
LBL_STRUCT_BYTE4_1869 = .data:0x804B3C08; // type:object size:0x3C
LBL_STRUCT_BYTE4_1870 = .data:0x804B3C44; // type:object size:0x2C
LBL_STRUCT_BYTE4_1871 = .data:0x804B3C70; // type:object size:0x28
LBL_STRUCT_BYTE4_1872 = .data:0x804B3C98; // type:object size:0x28
LBL_STRUCT_BYTE4_1873 = .data:0x804B3CC0; // type:object size:0x28
LBL_STRUCT_BYTE4_1874 = .data:0x804B3CE8; // type:object size:0x28
LBL_STRUCT_BYTE4_1875 = .data:0x804B3D10; // type:object size:0x8C
LBL_STRUCT_BYTE4_1876 = .data:0x804B3D9C; // type:object size:0x28
LBL_STRUCT_BYTE4_1877 = .data:0x804B3DC4; // type:object size:0x3C
LBL_STRUCT_BYTE4_1878 = .data:0x804B3E00; // type:object size:0x28
LBL_STRUCT_BYTE4_1879 = .data:0x804B3E28; // type:object size:0x28
LBL_STRUCT_BYTE4_1880 = .data:0x804B3E50; // type:object size:0x28
LBL_STRUCT_BYTE4_1881 = .data:0x804B3E78; // type:object size:0x64
LBL_STRUCT_BYTE4_1882 = .data:0x804B3EDC; // type:object size:0x28
LBL_STRUCT_BYTE4_1883 = .data:0x804B3F04; // type:object size:0x28
LBL_STRUCT_BYTE4_1884 = .data:0x804B3F2C; // type:object size:0x2C
LBL_STRUCT_BYTE4_1885 = .data:0x804B3F58; // type:object size:0x28
LBL_STRUCT_BYTE4_1886 = .data:0x804B3F80; // type:object size:0x28
LBL_STRUCT_BYTE4_1887 = .data:0x804B3FA8; // type:object size:0x3C
LBL_STRUCT_BYTE4_1888 = .data:0x804B3FE4; // type:object size:0x2C
LBL_STRUCT_BYTE4_1889 = .data:0x804B4010; // type:object size:0x50
LBL_STRUCT_BYTE4_1890 = .data:0x804B4060; // type:object size:0x28
LBL_STRUCT_BYTE4_1891 = .data:0x804B4088; // type:object size:0xF0
LBL_STRUCT_BYTE4_1892 = .data:0x804B4178; // type:object size:0x28
LBL_STRUCT_BYTE4_1893 = .data:0x804B41A0; // type:object size:0x24
LBL_STRUCT_BYTE4_1894 = .data:0x804B41C4; // type:object size:0x24
LBL_STRUCT_BYTE4_1895 = .data:0x804B41E8; // type:object size:0xA0
LBL_STRUCT_BYTE4_1896 = .data:0x804B4288; // type:object size:0x28
LBL_STRUCT_BYTE4_1897 = .data:0x804B42B0; // type:object size:0x10
LBL_STRUCT_BYTE4_1898 = .data:0x804B42C0; // type:object size:0x50
LBL_STRUCT_BYTE4_1899 = .data:0x804B4310; // type:object size:0x28
LBL_STRUCT_BYTE4_1900 = .data:0x804B4338; // type:object size:0x44 data:4byte
LBL_STRUCT_BYTE4_1901 = .data:0x804B437C; // type:object size:0x10
LBL_STRUCT_BYTE4_1902 = .data:0x804B438C; // type:object size:0x14
LBL_STRUCT_BYTE4_1903 = .data:0x804B43A0; // type:object size:0x48 data:4byte
LBL_STRUCT_BYTE4_1904 = .data:0x804B43E8; // type:object size:0x10
LBL_STRUCT_BYTE4_1905 = .data:0x804B43F8; // type:object size:0x58
LBL_STRUCT_BYTE4_1906 = .data:0x804B4450; // type:object size:0x48
LBL_STRUCT_319 = .data:0x804B4498; // type:object size:0x1C data:string
LBL_STRUCT_BYTE4_1907 = .data:0x804B44B4; // type:object size:0xC
LBL_STRUCT_BYTE4_1908 = .data:0x804B44C0; // type:object size:0x28
LBL_STRUCT_BYTE4_1909 = .data:0x804B44E8; // type:object size:0x34
LBL_STRUCT_BYTE4_1910 = .data:0x804B451C; // type:object size:0xC
LBL_STRUCT_BYTE4_1911 = .data:0x804B4528; // type:object size:0x34
LBL_STRUCT_BYTE4_1912 = .data:0x804B455C; // type:object size:0xC
LBL_STRUCT_BYTE4_1913 = .data:0x804B4568; // type:object size:0x14
LBL_STRUCT_BYTE4_1914 = .data:0x804B457C; // type:object size:0xC
LBL_STRUCT_BYTE4_1915 = .data:0x804B4588; // type:object size:0x18
LBL_STRUCT_BYTE4_1916 = .data:0x804B45A0; // type:object size:0x28
LBL_STRUCT_BYTE4_1917 = .data:0x804B45C8; // type:object size:0x18
LBL_STRUCT_BYTE4_1918 = .data:0x804B45E0; // type:object size:0x28
LBL_STRUCT_BYTE4_1919 = .data:0x804B4608; // type:object size:0x18
LBL_STRUCT_BYTE4_1920 = .data:0x804B4620; // type:object size:0x28
LBL_STRUCT_BYTE4_1921 = .data:0x804B4648; // type:object size:0x48
LBL_STRUCT_BYTE4_1922 = .data:0x804B4690; // type:object size:0x28
LBL_STRUCT_BYTE4_1923 = .data:0x804B46B8; // type:object size:0x48
LBL_STRUCT_BYTE4_1924 = .data:0x804B4700; // type:object size:0x28
LBL_STRUCT_BYTE4_1925 = .data:0x804B4728; // type:object size:0x60
LBL_STRUCT_BYTE4_1926 = .data:0x804B4788; // type:object size:0x28
LBL_STRUCT_BYTE4_1927 = .data:0x804B47B0; // type:object size:0x30
LBL_STRUCT_BYTE4_1928 = .data:0x804B47E0; // type:object size:0x24
LBL_STRUCT_BYTE4_1929 = .data:0x804B4804; // type:object size:0x2C
LBL_STRUCT_BYTE4_1930 = .data:0x804B4830; // type:object size:0x18
LBL_STRUCT_BYTE4_1931 = .data:0x804B4848; // type:object size:0x28
LBL_STRUCT_BYTE4_1932 = .data:0x804B4870; // type:object size:0x30
LBL_STRUCT_BYTE4_1933 = .data:0x804B48A0; // type:object size:0x24
LBL_STRUCT_BYTE4_1934 = .data:0x804B48C4; // type:object size:0xC
LBL_STRUCT_BYTE4_1935 = .data:0x804B48D0; // type:object size:0x30
LBL_STRUCT_BYTE4_1936 = .data:0x804B4900; // type:object size:0x28
LBL_STRUCT_BYTE4_1937 = .data:0x804B4928; // type:object size:0x48
LBL_STRUCT_BYTE4_1938 = .data:0x804B4970; // type:object size:0x28
LBL_STRUCT_BYTE4_1939 = .data:0x804B4998; // type:object size:0x48
LBL_STRUCT_BYTE4_1940 = .data:0x804B49E0; // type:object size:0x28
LBL_STRUCT_BYTE4_1941 = .data:0x804B4A08; // type:object size:0x30
LBL_STRUCT_BYTE4_1942 = .data:0x804B4A38; // type:object size:0x24
LBL_STRUCT_BYTE4_1943 = .data:0x804B4A5C; // type:object size:0x2C
LBL_STRUCT_BYTE4_1944 = .data:0x804B4A88; // type:object size:0x78
LBL_STRUCT_BYTE4_1945 = .data:0x804B4B00; // type:object size:0x24
LBL_STRUCT_BYTE4_1946 = .data:0x804B4B24; // type:object size:0x2C
LBL_STRUCT_BYTE4_1947 = .data:0x804B4B50; // type:object size:0x60
LBL_STRUCT_BYTE4_1948 = .data:0x804B4BB0; // type:object size:0x24
